number	sample	contig	 Reads 	 length 	ref	coding	family
8	33950	contig_10982	 6 	" 14,547 "	Kehishuvirus	11	Steigviridae
19	33926	contig_11000	 6 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
36	33982	contig_11002	 6 	" 106,707 "	Culoivirus	11	Suoliviridae
46	33861	contig_12149	 6 	" 59,357 "	Asinivirinae	11	Steigviridae
55	33901	contig_12149	 6 	" 59,357 "	Asinivirinae	11	Steigviridae
121	33991	contig_13525	 6 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
134	34044	contig_13525	 6 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
138	33859	contig_13662	 6 	" 22,603 "	Asinivirinae	11	Steigviridae
181	33937	contig_18154	 6 	" 20,165 "	Kingevirus communis	11	Crevaviridae
238	33926	contig_1857	 6 	" 141,010 "	Epsilon_1	11	Epsilon
262	33975	contig_1857	 6 	" 141,010 "	Epsilon_1	11	Epsilon
294	33856	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
297	33860	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
298	33861	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
300	33866	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
334	33979	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
337	33982	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
346	34001	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
351	34010	contig_2345	 6 	" 17,956 "	Epsilon_1_1	11	Epsilon
365	33856	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
369	33862	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
403	33941	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
416	33983	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
425	34000	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
434	34037	contig_239060	 6 	" 10,591 "	Carjivirus communis	11	Intestiviridae
483	33996	contig_240585	 6 	" 10,264 "	Dabirmavirus	11	Intestiviridae
495	34020	contig_240585	 6 	" 10,264 "	Dabirmavirus	11	Intestiviridae
510	34044	contig_240585	 6 	" 10,264 "	Dabirmavirus	11	Intestiviridae
517	33871	contig_3100	 6 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
531	33924	contig_3100	 6 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
539	33949	contig_3100	 6 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
551	34010	contig_3100	 6 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
557	34040	contig_3100	 6 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
599	33965	contig_3213	 6 	" 37,472 "	Epsilon_1	11	Epsilon
633	33860	contig_3411	 6 	" 77,979 "	Epsilon_1_4	11	Epsilon
654	33916	contig_3411	 6 	" 77,979 "	Epsilon_1_4	11	Epsilon
659	33926	contig_3411	 6 	" 77,979 "	Epsilon_1_4	11	Epsilon
754	33964	contig_5617	 6 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
759	33996	contig_5617	 6 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
788	33880	contig_5621	 6 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
809	33940	contig_5621	 6 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
854	33870	contig_5776	 6 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
923	33862	contig_7024	 6 	" 36,085 "	Kingevirus communis	11	Crevaviridae
924	33865	contig_7024	 6 	" 36,085 "	Kingevirus communis	11	Crevaviridae
945	33941	contig_7024	 6 	" 36,085 "	Kingevirus communis	11	Crevaviridae
1003	33992	contig_7034	 6 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1072	33863	contig_7091	 6 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1077	33879	contig_7091	 6 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1130	34022	contig_7091	 6 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1152	33855	contig_8054	 6 	" 71,426 "	Kahnovirus	11	Steigviridae
1197	34019	contig_10809	 6 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1208	33869	contig_10841	 6 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1335	33955	contig_17571	 6 	" 113,452 "	Zeta_7_1	TGA	Zeta
1336	33957	contig_17571	 6 	" 113,452 "	Zeta_7_1	TGA	Zeta
1368	33882	contig_2405	 6 	" 18,695 "	Epsilon_1	11	Epsilon
1447	34011	contig_3325	 6 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1454	33870	contig_3469	 6 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1506	34001	contig_3469	 6 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1591	33943	contig_241601	 6 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1625	33860	contig_10752	 6 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1653	33907	contig_8225	 6 	" 178,222 "	Zeta_3_1	11	Zeta
1659	33942	contig_8225	 6 	" 178,222 "	Zeta_3_1	11	Zeta
1696	34008	contig_12034	 6 	" 21,580 "	Zeta_4_1	11	Zeta
1729	33960	contig_14150	 6 	" 14,876 "	Zeta_4_1	11	Zeta
1755	33872	contig_242515	 6 	" 14,110 "		11	
1787	33965	contig_18456	 6 	" 44,008 "	Birpovirus	11	Suoliviridae
1824	33917	contig_20815	 6 	" 11,243 "	Kolpuevirus hominis	11	Steigviridae
1907	33989	contig_14619	 6 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1914	34037	contig_14619	 6 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1990	34036	contig_11105	 6 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2050	34040	contig_17442	 6 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2068	33926	contig_6257	 6 	" 100,509 "	Zeta_1	TAG	Zeta
2077	33932	contig_11403	 6 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2087	33922	contig_5988	 6 	" 19,480 "	Zeta_1	TAG	Zeta
2135	33950	contig_241129	 6 	" 32,233 "	Steigviridae	11	Steigviridae
2136	33941	contig_241570	 6 	" 182,976 "	Zeta_2	11	Zeta
2144	33942	contig_20010	 6 	" 23,794 "		11	outgroup
61	33943	contig_12149	 5 	" 59,357 "	Asinivirinae	11	Steigviridae
119	33988	contig_13525	 5 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
127	34037	contig_13525	 5 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
170	33884	contig_18154	 5 	" 20,165 "	Kingevirus communis	11	Crevaviridae
172	33890	contig_18154	 5 	" 20,165 "	Kingevirus communis	11	Crevaviridae
258	33969	contig_1857	 5 	" 141,010 "	Epsilon_1	11	Epsilon
335	33980	contig_2345	 5 	" 17,956 "	Epsilon_1_1	11	Epsilon
345	34000	contig_2345	 5 	" 17,956 "	Epsilon_1_1	11	Epsilon
353	34012	contig_2345	 5 	" 17,956 "	Epsilon_1_1	11	Epsilon
399	33932	contig_239060	 5 	" 10,591 "	Carjivirus communis	11	Intestiviridae
419	33989	contig_239060	 5 	" 10,591 "	Carjivirus communis	11	Intestiviridae
428	34009	contig_239060	 5 	" 10,591 "	Carjivirus communis	11	Intestiviridae
438	34041	contig_239060	 5 	" 10,591 "	Carjivirus communis	11	Intestiviridae
465	33965	contig_240585	 5 	" 10,264 "	Dabirmavirus	11	Intestiviridae
481	33993	contig_240585	 5 	" 10,264 "	Dabirmavirus	11	Intestiviridae
496	34022	contig_240585	 5 	" 10,264 "	Dabirmavirus	11	Intestiviridae
613	33993	contig_3213	 5 	" 37,472 "	Epsilon_1	11	Epsilon
686	33980	contig_3411	 5 	" 77,979 "	Epsilon_1_4	11	Epsilon
704	34010	contig_3411	 5 	" 77,979 "	Epsilon_1_4	11	Epsilon
801	33902	contig_5621	 5 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
824	33982	contig_5621	 5 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
839	34029	contig_5621	 5 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
905	34018	contig_5776	 5 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
1024	33890	contig_7054	 5 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1104	33949	contig_7091	 5 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1105	33950	contig_7091	 5 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1121	33993	contig_7091	 5 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1319	34001	contig_10844	 5 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1395	33975	contig_2405	 5 	" 18,695 "	Epsilon_1	11	Epsilon
1439	33893	contig_3325	 5 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1461	33890	contig_3469	 5 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1468	33902	contig_3469	 5 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1473	33911	contig_3469	 5 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1512	34012	contig_3469	 5 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1611	34029	contig_241601	 5 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1612	34030	contig_241601	 5 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1620	33981	contig_5263	 5 	" 58,511 "	Zeta_7	11	Zeta
1749	33941	contig_9107	 5 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1759	33917	contig_242515	 5 	" 14,110 "		11	
1849	33888	contig_241147	 5 	" 92,029 "	Drivevirus	11	Intestiviridae
1856	33879	contig_7377	 5 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1857	33880	contig_7377	 5 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1858	33884	contig_7377	 5 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1876	33947	contig_7377	 5 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1959	33902	contig_16647	 5 	" 21,983 "	Zeta	TAG	Zeta
1983	33996	contig_11105	 5 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2015	33942	contig_16648	 5 	" 22,908 "	Zeta	TAG	Zeta
2106	33970	contig_15524	 5 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2123	34030	contig_15524	 5 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
4	33940	contig_10982	 4 	" 14,547 "	Kehishuvirus	11	Steigviridae
26	33869	contig_11002	 4 	" 106,707 "	Culoivirus	11	Suoliviridae
29	33872	contig_11002	 4 	" 106,707 "	Culoivirus	11	Suoliviridae
32	33884	contig_11002	 4 	" 106,707 "	Culoivirus	11	Suoliviridae
50	33866	contig_12149	 4 	" 59,357 "	Asinivirinae	11	Steigviridae
57	33939	contig_12149	 4 	" 59,357 "	Asinivirinae	11	Steigviridae
62	33949	contig_12149	 4 	" 59,357 "	Asinivirinae	11	Steigviridae
89	33856	contig_13525	 4 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
125	34027	contig_13525	 4 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
131	34041	contig_13525	 4 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
133	34043	contig_13525	 4 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
176	33911	contig_18154	 4 	" 20,165 "	Kingevirus communis	11	Crevaviridae
211	33863	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
228	33897	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
229	33898	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
230	33901	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
234	33917	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
257	33965	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
265	33980	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
267	33982	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
276	34001	contig_1857	 4 	" 141,010 "	Epsilon_1	11	Epsilon
299	33865	contig_2345	 4 	" 17,956 "	Epsilon_1_1	11	Epsilon
305	33888	contig_2345	 4 	" 17,956 "	Epsilon_1_1	11	Epsilon
318	33950	contig_2345	 4 	" 17,956 "	Epsilon_1_1	11	Epsilon
319	33951	contig_2345	 4 	" 17,956 "	Epsilon_1_1	11	Epsilon
350	34009	contig_2345	 4 	" 17,956 "	Epsilon_1_1	11	Epsilon
371	33865	contig_239060	 4 	" 10,591 "	Carjivirus communis	11	Intestiviridae
389	33895	contig_239060	 4 	" 10,591 "	Carjivirus communis	11	Intestiviridae
390	33896	contig_239060	 4 	" 10,591 "	Carjivirus communis	11	Intestiviridae
413	33980	contig_239060	 4 	" 10,591 "	Carjivirus communis	11	Intestiviridae
492	34015	contig_240585	 4 	" 10,264 "	Dabirmavirus	11	Intestiviridae
512	33857	contig_3100	 4 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
522	33890	contig_3100	 4 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
526	33902	contig_3100	 4 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
534	33939	contig_3100	 4 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
538	33943	contig_3100	 4 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
564	33860	contig_3213	 4 	" 37,472 "	Epsilon_1	11	Epsilon
569	33880	contig_3213	 4 	" 37,472 "	Epsilon_1	11	Epsilon
582	33926	contig_3213	 4 	" 37,472 "	Epsilon_1	11	Epsilon
588	33950	contig_3213	 4 	" 37,472 "	Epsilon_1	11	Epsilon
604	33979	contig_3213	 4 	" 37,472 "	Epsilon_1	11	Epsilon
634	33861	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
637	33866	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
655	33917	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
658	33925	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
680	33970	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
688	33982	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
706	34012	contig_3411	 4 	" 77,979 "	Epsilon_1_4	11	Epsilon
769	34029	contig_5617	 4 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
785	33870	contig_5621	 4 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
800	33901	contig_5621	 4 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
828	34006	contig_5621	 4 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
830	34008	contig_5621	 4 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
846	33857	contig_5776	 4 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
848	33860	contig_5776	 4 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
849	33861	contig_5776	 4 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
896	33981	contig_5776	 4 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
929	33882	contig_7024	 4 	" 36,085 "	Kingevirus communis	11	Crevaviridae
937	33911	contig_7024	 4 	" 36,085 "	Kingevirus communis	11	Crevaviridae
953	33975	contig_7024	 4 	" 36,085 "	Kingevirus communis	11	Crevaviridae
967	34022	contig_7024	 4 	" 36,085 "	Kingevirus communis	11	Crevaviridae
1017	33860	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1019	33862	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1022	33884	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1023	33888	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1034	33931	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1046	33975	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1047	33976	contig_7054	 4 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1079	33882	contig_7091	 4 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1082	33888	contig_7091	 4 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1114	33976	contig_7091	 4 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1117	33983	contig_7091	 4 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1132	34029	contig_7091	 4 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1161	33949	contig_8054	 4 	" 71,426 "	Kahnovirus	11	Steigviridae
1165	33855	contig_9031	 4 	" 13,531 "		11	
1166	33902	contig_9031	 4 	" 13,531 "		11	
1175	33860	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1176	33861	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1177	33863	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1185	33965	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1195	34011	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1199	34027	contig_10809	 4 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1205	33859	contig_10841	 4 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1227	33856	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1230	33860	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1232	33863	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1233	33865	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1240	33893	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1275	33969	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1276	33970	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1291	34029	contig_1091	 4 	" 145,297 "	Epsilon_2_3	11	Epsilon
1303	33859	contig_10830	 4 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1347	34008	contig_17571	 4 	" 113,452 "	Zeta_7_1	TGA	Zeta
1383	33953	contig_2405	 4 	" 18,695 "	Epsilon_1	11	Epsilon
1392	33969	contig_2405	 4 	" 18,695 "	Epsilon_1	11	Epsilon
1409	34001	contig_2405	 4 	" 18,695 "	Epsilon_1	11	Epsilon
1412	34009	contig_2405	 4 	" 18,695 "	Epsilon_1	11	Epsilon
1430	33974	contig_241592	 4 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1434	34008	contig_241592	 4 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1436	34038	contig_241592	 4 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1438	33857	contig_3325	 4 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1446	33997	contig_3325	 4 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1451	33860	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1457	33880	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1465	33897	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1487	33963	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1514	34022	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1518	34038	contig_3469	 4 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1645	34029	contig_10753	 4 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1662	34042	contig_8225	 4 	" 178,222 "	Zeta_3_1	11	Zeta
1685	33942	contig_8451	 4 	" 46,522 "	Zeta_3_1	11	Zeta
1692	33964	contig_12034	 4 	" 21,580 "	Zeta_4_1	11	Zeta
1709	33955	contig_12042	 4 	" 11,863 "	Zeta_4	11	Zeta
1713	34036	contig_12042	 4 	" 11,863 "	Zeta_4	11	Zeta
1715	34043	contig_12042	 4 	" 11,863 "	Zeta_4	11	Zeta
1733	34008	contig_14150	 4 	" 14,876 "	Zeta_4_1	11	Zeta
1742	33882	contig_9107	 4 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1744	33887	contig_9107	 4 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1751	33997	contig_9107	 4 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1758	33890	contig_242515	 4 	" 14,110 "		11	
1819	34037	contig_243430	 4 	" 13,080 "	Zeta_15_1	11	Zeta
1830	33882	contig_239525	 4 	" 28,967 "	Zeta_8_1	11	Zeta
1845	33880	contig_241147	 4 	" 92,029 "	Drivevirus	11	Intestiviridae
1846	33881	contig_241147	 4 	" 92,029 "	Drivevirus	11	Intestiviridae
1940	34012	contig_15993	 4 	" 90,847 "	Diorhovirus intestinalis	11	Intestiviridae
1956	33897	contig_16647	 4 	" 21,983 "	Zeta	TAG	Zeta
1993	33893	contig_241883	 4 	" 29,640 "	Bohxovirus	TAG	Suoliviridae
1995	33922	contig_241883	 4 	" 29,640 "	Bohxovirus	TAG	Suoliviridae
1996	33943	contig_241883	 4 	" 29,640 "	Bohxovirus	TAG	Suoliviridae
2007	33902	contig_16648	 4 	" 22,908 "	Zeta	TAG	Zeta
2013	33939	contig_16648	 4 	" 22,908 "	Zeta	TAG	Zeta
2018	33950	contig_16648	 4 	" 22,908 "	Zeta	TAG	Zeta
2032	33943	contig_17442	 4 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2048	34036	contig_17442	 4 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2067	33925	contig_6257	 4 	" 100,509 "	Zeta_1	TAG	Zeta
2071	33949	contig_6257	 4 	" 100,509 "	Zeta_1	TAG	Zeta
2082	34039	contig_11403	 4 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
2091	33922	contig_6002	 4 	" 36,623 "	Zeta	TAG	Zeta
2093	33926	contig_6002	 4 	" 36,623 "	Zeta	TAG	Zeta
2101	33936	contig_15524	 4 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2125	34041	contig_15524	 4 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2132	33940	contig_241129	 4 	" 32,233 "	Steigviridae	11	Steigviridae
2151	33997	contig_240835	 4 	" 88,692 "	Crudevirinae	11	Intestiviridae
5	33941	contig_10982	 3 	" 14,547 "	Kehishuvirus	11	Steigviridae
100	33937	contig_13525	 3 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
122	33993	contig_13525	 3 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
148	33940	contig_13662	 3 	" 22,603 "	Asinivirinae	11	Steigviridae
150	33942	contig_13662	 3 	" 22,603 "	Asinivirinae	11	Steigviridae
231	33902	contig_1857	 3 	" 141,010 "	Epsilon_1	11	Epsilon
282	34013	contig_1857	 3 	" 141,010 "	Epsilon_1	11	Epsilon
395	33911	contig_239060	 3 	" 10,591 "	Carjivirus communis	11	Intestiviridae
398	33931	contig_239060	 3 	" 10,591 "	Carjivirus communis	11	Intestiviridae
412	33979	contig_239060	 3 	" 10,591 "	Carjivirus communis	11	Intestiviridae
433	34036	contig_239060	 3 	" 10,591 "	Carjivirus communis	11	Intestiviridae
440	34043	contig_239060	 3 	" 10,591 "	Carjivirus communis	11	Intestiviridae
459	33932	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
460	33936	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
475	33982	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
480	33991	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
488	34009	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
507	34040	contig_240585	 3 	" 10,264 "	Dabirmavirus	11	Intestiviridae
535	33940	contig_3100	 3 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
542	33988	contig_3100	 3 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
550	34009	contig_3100	 3 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
577	33916	contig_3213	 3 	" 37,472 "	Epsilon_1	11	Epsilon
600	33969	contig_3213	 3 	" 37,472 "	Epsilon_1	11	Epsilon
601	33973	contig_3213	 3 	" 37,472 "	Epsilon_1	11	Epsilon
611	33989	contig_3213	 3 	" 37,472 "	Epsilon_1	11	Epsilon
612	33991	contig_3213	 3 	" 37,472 "	Epsilon_1	11	Epsilon
665	33949	contig_3411	 3 	" 77,979 "	Epsilon_1_4	11	Epsilon
691	33988	contig_3411	 3 	" 77,979 "	Epsilon_1_4	11	Epsilon
698	34000	contig_3411	 3 	" 77,979 "	Epsilon_1_4	11	Epsilon
799	33898	contig_5621	 3 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
808	33937	contig_5621	 3 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
814	33961	contig_5621	 3 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
819	33973	contig_5621	 3 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
930	33884	contig_7024	 3 	" 36,085 "	Kingevirus communis	11	Crevaviridae
943	33939	contig_7024	 3 	" 36,085 "	Kingevirus communis	11	Crevaviridae
963	34012	contig_7024	 3 	" 36,085 "	Kingevirus communis	11	Crevaviridae
980	33879	contig_7034	 3 	" 16,937 "	Kingevirus communis	11	Crevaviridae
982	33884	contig_7034	 3 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1091	33917	contig_7091	 3 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1092	33922	contig_7091	 3 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1135	34038	contig_7091	 3 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1138	34041	contig_7091	 3 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1156	33939	contig_8054	 3 	" 71,426 "	Kahnovirus	11	Steigviridae
1181	33897	contig_10809	 3 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1196	34012	contig_10809	 3 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1216	34001	contig_10841	 3 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1219	34008	contig_10841	 3 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1221	34010	contig_10841	 3 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1260	33943	contig_1091	 3 	" 145,297 "	Epsilon_2_3	11	Epsilon
1274	33965	contig_1091	 3 	" 145,297 "	Epsilon_2_3	11	Epsilon
1290	34024	contig_1091	 3 	" 145,297 "	Epsilon_2_3	11	Epsilon
1309	34007	contig_10830	 3 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1322	34008	contig_10844	 3 	" 14,861 "	Blohavirus americanus	TAG	Suoliviridae
1386	33958	contig_2405	 3 	" 18,695 "	Epsilon_1	11	Epsilon
1394	33974	contig_2405	 3 	" 18,695 "	Epsilon_1	11	Epsilon
1432	34001	contig_241592	 3 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1448	34044	contig_3325	 3 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1460	33888	contig_3469	 3 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1466	33898	contig_3469	 3 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1467	33901	contig_3469	 3 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1492	33980	contig_3469	 3 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1502	33995	contig_3469	 3 	" 56,074 "	Junduvirus communis	11	Crevaviridae
